10	-0.5672840874000594	-0.5672840874000596	-0.5672840874000594	-0.5388799145704084	-0.5672840874000594	-0.5672840874000594	-0.5672840874000595	-0.5672840874000596	-0.5708589518465267	-0.5708589518465265	-0.5708589518465264	-0.5708589518465266	-0.5708589518465264	-0.5708589518465266	-0.5708589518465267	-0.5494312366028623	-0.5743219998981254	-0.5743219998981257	-0.5743219998981258	-0.5743219998981258	-0.5743219998981258	-0.5743219998981255	-0.5743219998981256	-0.5743219998981255	-0.5728722932809424	-0.5728722932809425	-0.5728722932809424	-0.5728722932809421	-0.5728722932809425	-0.5728722932809426	-0.572872293280942	-0.5728722932809422
11	-0.5672840874000594	-0.5672840874000596	-0.5672840874000594	-0.5388799145704084	-0.5672840874000594	-0.5672840874000594	-0.5672840874000595	-0.5672840874000596	-0.5708589518465267	-0.5708589518465265	-0.5708589518465264	-0.5708589518465266	-0.5708589518465264	-0.5708589518465266	-0.5708589518465267	-0.549492099170913	-0.5743219998981254	-0.5743219998981257	-0.5743219998981258	-0.5743219998981258	-0.5743219998981258	-0.5743219998981255	-0.5743219998981256	-0.5743219998981255	-0.5728722932809424	-0.5728722932809425	-0.5728722932809424	-0.5728722932809421	-0.5728722932809425	-0.5728722932809426	-0.572872293280942	-0.5728722932809422
12	-0.5672840874000594	-0.5672840874000596	-0.5672840874000594	-0.5389227830906187	-0.5672840874000594	-0.5672840874000594	-0.5672840874000595	-0.5672840874000596	-0.5708589518465267	-0.5708589518465265	-0.5708589518465264	-0.5708589518465266	-0.5708589518465264	-0.5708589518465266	-0.5708589518465267	-0.549492099170913	-0.5743219998981254	-0.5743219998981257	-0.5743219998981258	-0.5743219998981258	-0.5743219998981258	-0.5743219998981255	-0.5743219998981256	-0.5743219998981255	-0.5728722932809424	-0.5728722932809425	-0.5728722932809424	-0.5728722932809421	-0.5728722932809425	-0.5728722932809426	-0.572872293280942	-0.5728722932809422
13	-0.5672840874000594	-0.5672840874000596	-0.5672840874000594	-0.5389227830906187	-0.5672840874000594	-0.5672840874000594	-0.5672840874000595	-0.5672840874000596	-0.5708589518465267	-0.5708589518465265	-0.5708589518465264	-0.5708589518465266	-0.5708589518465264	-0.5708589518465266	-0.5708589518465267	-0.549492099170913	-0.5743219998981254	-0.5743219998981257	-0.5743219998981258	-0.5743219998981258	-0.5743219998981258	-0.5743219998981255	-0.5743219998981256	-0.5743219998981255	-0.5728722932809424	-0.5728722932809425	-0.5728722932809424	-0.5728722932809421	-0.5728722932809425	-0.5728722932809426	-0.572872293280942	-0.5728722932809422
max bromine distance:
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	3.998989908632992	3.9989899086329914	3.99898990863299	3.9989899086329928	3.9989899086329923	3.9989899086329914	3.99898990863299	3.9989899086329928	3.9989899086329923	3.998989908632992	3.99898990863299	3.998989908632992	3.998989908632992	3.9989899086329923	3.99898990863299	3.9989899086329914	3.960334817225996	3.960334817225994	3.9603348172259984	3.960334817225996	3.9603348172259984	3.960334817225996	3.960334817225996	3.9603348172259945	3.9803718690609067	3.980371869060909	3.9803718690609067	3.980371869060905	3.9803718690609067	3.980371869060905	3.9803718690609067	3.9803718690609085
5	4.871262947982597	4.871262947982595	4.871262947982596	4.959235402327569	4.871262947982596	4.871262947982595	4.871262947982597	4.871262947982595	4.7337078601750076	4.733707860175009	4.733707860175007	4.733707860175008	4.7337078601750076	4.733707860175008	4.733707860175007	4.733707860175008	4.733707860175008	4.733707860175008	4.733707860175006	4.7337078601750076	4.733707860175008	4.733707860175009	4.7337078601750076	4.733707860175008	4.871262947982596	4.871262947982597	4.871262947982595	4.871262947982596	4.871262947982596	4.871262947982596	4.871262947982595	4.871262947982598
6	5.965115887061591	5.9651158870615895	5.96511588706159	5.96511588706159	5.96511588706159	5.96511588706159	5.965115887061591	5.9651158870615895	5.906399196271812	5.906399196271815	5.906399196271813	5.9063991962718125	5.906399196271815	5.906399196271813	5.9063991962718125	5.906399196271813	5.89379657653316	5.893796576533162	5.89379657653316	5.893796576533158	5.89379657653316	5.893796576533156	5.893796576533162	5.893796576533161	5.965115887061591	5.965115887061587	5.96511588706159	5.965115887061593	5.96511588706159	5.965115887061593	5.965115887061591	5.965115887061589
7	6.990711521477204	6.990711521477201	6.990711521477205	6.990711521477205	6.990711521477203	6.990711521477204	6.990711521477204	6.990711521477205	6.990154061612932	6.990154061612934	6.990154061612932	6.990154061612933	6.990154061612932	6.990154061612933	6.990154061612932	6.990154061612934	6.990711521477204	6.990711521477201	6.990711521477205	6.990711521477205	6.990711521477203	6.990711521477204	6.990711521477204	6.990711521477204	6.986276178260945	6.986276178260945	6.986276178260944	6.986276178260941	6.986276178260944	6.98627617826094	6.986276178260945	6.986276178260945
8	7.878383459789813	7.878383459789812	7.87838345978981	7.878383459789812	7.878383459789808	7.8783834597898155	7.878383459789812	7.878383459789815	7.755294072232462	7.755294072232459	7.755294072232459	7.7552940722324575	7.755294072232461	7.7552940722324575	7.755294072232462	7.755294072232459	7.878383459789813	7.878383459789812	7.878383459789809	7.878383459789812	7.878383459789808	7.8783834597898155	7.878383459789813	7.878383459789815	7.606595240689089	7.606595240689092	7.6065952406890895	7.60659524068909	7.606595240689091	7.606595240689091	7.606595240689088	7.606595240689092
9	8.99695299331752	8.996952993317517	8.996952993317516	8.99695299331752	8.996952993317516	8.99695299331752	8.99695299331752	8.996952993317517	8.996952993317517	8.99695299331752	8.99695299331752	8.996952993317516	8.99695299331752	8.996952993317516	8.996952993317517	8.99695299331752	8.965025318539213	8.965025318539215	8.965025318539213	8.965025318539217	8.965025318539213	8.965025318539215	8.965025318539213	8.965025318539215	8.976041452349142	8.976041452349143	8.976041452349143	8.976041452349145	8.976041452349142	8.976041452349145	8.976041452349143	8.976041452349143
10	9.258213288582846	9.258213288582843	9.258213288582843	9.974956040893073	9.258213288582844	9.258213288582846	9.258213288582844	9.258213288582844	9.274694878340545	9.274694878340547	9.274694878340545	9.274694878340545	9.274694878340544	9.274694878340545	9.274694878340545	9.469409017409685	9.241946788258925	9.24194678825893	9.24194678825893	9.241946788258927	9.24194678825893	9.241946788258925	9.241946788258927	9.241946788258929	9.301841495287563	9.301841495287563	9.30184149528756	9.301841495287563	9.301841495287563	9.301841495287565	9.30184149528756	9.30184149528756
11	9.258213288582846	9.258213288582843	9.258213288582843	9.974956040893073	9.258213288582844	9.258213288582846	9.258213288582844	9.258213288582844	9.274694878340545	9.274694878340547	9.274694878340545	9.274694878340545	9.274694878340544	9.274694878340545	9.274694878340545	10.666970828665765	9.241946788258925	9.24194678825893	9.24194678825893	9.241946788258927	9.24194678825893	9.241946788258925	9.241946788258927	9.241946788258929	9.301841495287563	9.301841495287563	9.30184149528756	9.301841495287563	9.301841495287563	9.301841495287565	9.30184149528756	9.30184149528756
12	9.258213288582846	9.258213288582843	9.258213288582843	11.309193663998647	9.258213288582844	9.258213288582846	9.258213288582844	9.258213288582844	9.274694878340545	9.274694878340547	9.274694878340545	9.274694878340545	9.274694878340544	9.274694878340545	9.274694878340545	10.666970828665765	9.241946788258925	9.24194678825893	9.24194678825893	9.241946788258927	9.24194678825893	9.241946788258925	9.241946788258927	9.241946788258929	9.301841495287563	9.301841495287563	9.30184149528756	9.301841495287563	9.301841495287563	9.301841495287565	9.30184149528756	9.30184149528756
13	9.258213288582846	9.258213288582843	9.258213288582843	11.309193663998647	9.258213288582844	9.258213288582846	9.258213288582844	9.258213288582844	9.274694878340545	9.274694878340547	9.274694878340545	9.274694878340545	9.274694878340544	9.274694878340545	9.274694878340545	10.666970828665765	9.241946788258925	9.24194678825893	9.24194678825893	9.241946788258927	9.24194678825893	9.241946788258925	9.241946788258927	9.241946788258929	9.301841495287563	9.301841495287563	9.30184149528756	9.301841495287563	9.301841495287563	9.301841495287565	9.30184149528756	9.30184149528756
