1	C1	6	0.345	0.709	0.871	1
2	C1	6	0.845	0.209	0.871	5
3	C1	6	0.655	0.709	0.629	2
4	C1	6	0.155	0.209	0.629	6
5	C1	6	0.655	0.291	0.129	3
6	C1	6	0.155	0.791	0.129	7
7	C1	6	0.345	0.291	0.371	4
8	C1	6	0.845	0.791	0.371	8
9	C2	6	0.626	0.184	0.623	1
10	C2	6	0.126	0.684	0.623	5
11	C2	6	0.374	0.184	0.877	2
12	C2	6	0.874	0.684	0.877	6
13	C2	6	0.374	0.816	0.377	3
14	C2	6	0.874	0.316	0.377	7
15	C2	6	0.626	0.816	0.123	4
16	C2	6	0.126	0.316	0.123	8
17	C3	6	0.379	0.941	0.62	1
18	C3	6	0.879	0.441	0.62	5
19	C3	6	0.621	0.941	0.88	2
20	C3	6	0.121	0.441	0.88	6
21	C3	6	0.621	0.059	0.38	3
22	C3	6	0.121	0.559	0.38	7
23	C3	6	0.379	0.059	0.12	4
24	C3	6	0.879	0.559	0.12	8
25	C4	6	0.596	0.468	0.878	1
26	C4	6	0.096	0.968	0.878	5
27	C4	6	0.404	0.468	0.622	2
28	C4	6	0.904	0.968	0.622	6
29	C4	6	0.404	0.532	0.122	3
30	C4	6	0.904	0.032	0.122	7
31	C4	6	0.596	0.532	0.378	4
32	C4	6	0.096	0.032	0.378	8
33	Br1	35	0.3545	0.7726	0.7904	1
34	Br1	35	0.8545	0.2726	0.7904	5
35	Br1	35	0.6455	0.7726	0.7096	2
36	Br1	35	0.1455	0.2726	0.7096	6
37	Br1	35	0.6455	0.2274	0.2096	3
38	Br1	35	0.1455	0.7274	0.2096	7
39	Br1	35	0.3545	0.2274	0.2904	4
40	Br1	35	0.8545	0.7274	0.2904	8
41	Br2	35	0.2697	0.769	0.8935	1
42	Br2	35	0.7697	0.269	0.8935	5
43	Br2	35	0.7303	0.769	0.6065	2
44	Br2	35	0.2303	0.269	0.6065	6
45	Br2	35	0.7303	0.231	0.1065	3
46	Br2	35	0.2303	0.731	0.1065	7
47	Br2	35	0.2697	0.231	0.3935	4
48	Br2	35	0.7697	0.731	0.3935	8
49	Br3	35	0.4248	0.7368	0.9488	1
50	Br3	35	0.9248	0.2368	0.9488	5
51	Br3	35	0.5752	0.7368	0.5512	2
52	Br3	35	0.0752	0.2368	0.5512	6
53	Br3	35	0.5752	0.2632	0.0512	3
54	Br3	35	0.0752	0.7632	0.0512	7
55	Br3	35	0.4248	0.2632	0.4488	4
56	Br3	35	0.9248	0.7632	0.4488	8
57	Br4	35	0.3322	0.5591	0.8527	1
58	Br4	35	0.8322	0.0591	0.8527	5
59	Br4	35	0.6678	0.5591	0.6473	2
60	Br4	35	0.1678	0.0591	0.6473	6
61	Br4	35	0.6678	0.4409	0.1473	3
62	Br4	35	0.1678	0.9409	0.1473	7
63	Br4	35	0.3322	0.4409	0.3527	4
64	Br4	35	0.8322	0.9409	0.3527	8
65	Br5	35	0.7064	0.1023	0.6432	1
66	Br5	35	0.2064	0.6023	0.6432	5
67	Br5	35	0.2936	0.1023	0.8568	2
68	Br5	35	0.7936	0.6023	0.8568	6
69	Br5	35	0.2936	0.8977	0.3568	3
70	Br5	35	0.7936	0.3977	0.3568	7
71	Br5	35	0.7064	0.8977	0.1432	4
72	Br5	35	0.2064	0.3977	0.1432	8
73	Br6	35	0.6296	0.2636	0.7038	1
74	Br6	35	0.1296	0.7636	0.7038	5
75	Br6	35	0.3704	0.2636	0.7962	2
76	Br6	35	0.8704	0.7636	0.7962	6
77	Br6	35	0.3704	0.7364	0.2962	3
78	Br6	35	0.8704	0.2364	0.2962	7
79	Br6	35	0.6296	0.7364	0.2038	4
80	Br6	35	0.1296	0.2364	0.2038	8
81	Br7	35	0.5516	0.0892	0.6002	1
82	Br7	35	0.0516	0.5892	0.6002	5
83	Br7	35	0.4484	0.0892	0.8998	2
84	Br7	35	0.9484	0.5892	0.8998	6
85	Br7	35	0.4484	0.9108	0.3998	3
86	Br7	35	0.9484	0.4108	0.3998	7
87	Br7	35	0.5516	0.9108	0.1002	4
88	Br7	35	0.0516	0.4108	0.1002	8
89	Br8	35	0.6167	0.2821	0.5458	1
90	Br8	35	0.1167	0.7821	0.5458	5
91	Br8	35	0.3833	0.2821	0.9542	2
92	Br8	35	0.8833	0.7821	0.9542	6
93	Br8	35	0.3833	0.7179	0.4542	3
94	Br8	35	0.8833	0.2179	0.4542	7
95	Br8	35	0.6167	0.7179	0.0458	4
96	Br8	35	0.1167	0.2179	0.0458	8
97	Br9	35	0.4578	0.851	0.6389	1
98	Br9	35	0.9578	0.351	0.6389	5
99	Br9	35	0.5422	0.851	0.8611	2
100	Br9	35	0.0422	0.351	0.8611	6
101	Br9	35	0.5422	0.149	0.3611	3
102	Br9	35	0.0422	0.649	0.3611	7
103	Br9	35	0.4578	0.149	0.1389	4
104	Br9	35	0.9578	0.649	0.1389	8
105	Br10	35	0.3906	0.0411	0.693	1
106	Br10	35	0.8906	0.5411	0.693	5
107	Br10	35	0.6094	0.0411	0.807	2
108	Br10	35	0.1094	0.5411	0.807	6
109	Br10	35	0.6094	0.9589	0.307	3
110	Br10	35	0.1094	0.4589	0.307	7
111	Br10	35	0.3906	0.9589	0.193	4
112	Br10	35	0.8906	0.4589	0.193	8
113	Br11	35	0.3029	0.842	0.6035	1
114	Br11	35	0.8029	0.342	0.6035	5
115	Br11	35	0.6971	0.842	0.8965	2
116	Br11	35	0.1971	0.342	0.8965	6
117	Br11	35	0.6971	0.158	0.3965	3
118	Br11	35	0.1971	0.658	0.3965	7
119	Br11	35	0.3029	0.158	0.1035	4
120	Br11	35	0.8029	0.658	0.1035	8
121	Br12	35	0.3656	0.0272	0.5451	1
122	Br12	35	0.8656	0.5272	0.5451	5
123	Br12	35	0.6344	0.0272	0.9549	2
124	Br12	35	0.1344	0.5272	0.9549	6
125	Br12	35	0.6344	0.9728	0.4549	3
126	Br12	35	0.1344	0.4728	0.4549	7
127	Br12	35	0.3656	0.9728	0.0451	4
128	Br12	35	0.8656	0.4728	0.0451	8
129	Br13	35	0.6025	0.5475	0.8037	1
130	Br13	35	0.1025	0.0475	0.8037	5
131	Br13	35	0.3975	0.5475	0.6963	2
132	Br13	35	0.8975	0.0475	0.6963	6
133	Br13	35	0.3975	0.4525	0.1963	3
134	Br13	35	0.8975	0.9525	0.1963	7
135	Br13	35	0.6025	0.4525	0.3037	4
136	Br13	35	0.1025	0.9525	0.3037	8
137	Br14	35	0.6762	0.4902	0.9542	1
138	Br14	35	0.1762	0.9902	0.9542	5
139	Br14	35	0.3238	0.4902	0.5458	2
140	Br14	35	0.8238	0.9902	0.5458	6
141	Br14	35	0.3238	0.5098	0.0458	3
142	Br14	35	0.8238	0.0098	0.0458	7
143	Br14	35	0.6762	0.5098	0.4542	4
144	Br14	35	0.1762	0.0098	0.4542	8
145	Br15	35	0.5214	0.5257	0.8942	1
146	Br15	35	0.0214	0.0257	0.8942	5
147	Br15	35	0.4786	0.5257	0.6058	2
148	Br15	35	0.9786	0.0257	0.6058	6
149	Br15	35	0.4786	0.4743	0.1058	3
150	Br15	35	0.9786	0.9743	0.1058	7
151	Br15	35	0.5214	0.4743	0.3942	4
152	Br15	35	0.0214	0.9743	0.3942	8
153	Br16	35	0.5844	0.3107	0.8608	1
154	Br16	35	0.0844	0.8107	0.8608	5
155	Br16	35	0.4156	0.3107	0.6392	2
156	Br16	35	0.9156	0.8107	0.6392	6
157	Br16	35	0.4156	0.6893	0.1392	3
158	Br16	35	0.9156	0.1893	0.1392	7
159	Br16	35	0.5844	0.6893	0.3608	4
160	Br16	35	0.0844	0.1893	0.3608	8
161	Sn	50	0.302	0.99	-0.07	Sn0
162	Sn	50	-0.1975	0.99	0.4275	Sn1
163	Sn	50	0.814	-0.033	0.44	Sn2
164	Sn	50	0.811	2	0.439	Sn3
165	Sn	50	0.3145	-0.033	0.9375	Sn4
166	Sn	50	1.323	0.977	0.949	Sn5
167	Sn	50	0.3115	2	0.9365	Sn6
168	Sn	50	0.8235	0.977	1.4465	Sn7
169	Sn	50	-0.3225	0.99	0.5525	Sn1
170	Sn	50	0.9425	-0.28	0.569	Sn2
171	Sn	50	0.9425	2.25	0.569	Sn3
172	Sn	50	0.318	-0.28	1.1915	Sn4
173	Sn	50	1.583	0.98	1.208	Sn5
174	Sn	50	0.318	2.25	1.1915	Sn6
175	Sn	50	0.9585	0.98	1.8305	Sn7
